98178,4,41
98178,5,16
98178,6,10
98178,7,2
98178,8,2
98188,1,757
98188,2,238
98188,3,81
98188,4,38
98188,5,9
98188,6,1
98188,7,2
98198,1,1455
98198,2,473
98198,3,126
98198,4,54
98198,5,14
98198,6,8
98198,7,5
98198,8,2
98198,10,1
98199,1,341
98199,2,101
98199,3,36
98199,4,11
98199,5,3
98199,7,2
98201,1,1220
98201,2,372
98201,3,111
98201,4,24
98201,5,11
98201,6,1
98201,8,1
98201,11,1
98203,1,1404
98203,2,422
98203,3,130
98203,4,49
98203,5,19
98203,6,7
98203,7,6
98203,8,1
98204,1,1711
98204,2,439
98204,3,108
98204,4,34
98204,5,6
98204,6,4
98204,7,1
98204,9,1
98205,1,447
98205,2,115
98205,3,26
98205,4,8
98205,5,2
98206,1,5
98206,2,3
98206,3,2
98208,1,2363
98208,2,480
98208,3,130
98208,4,32
98208,5,13
98208,6,2
98223,1,2326
98223,2,575
98223,3,118
98223,4,26
98223,5,21
98223,6,12
98223,7,1
98223,9,1
98224,1,22
98224,2,8
98224,3,1
98224,4,1
98224,5,1
98241,1,116
98241,2,41
98241,3,6
98241,4,4
98251,1,302
98251,2,122
98251,3,24
98251,4,5
98251,5,2
98251,7,1
98252,1,632
98252,2,193
98252,3,62
98252,4,21
98252,5,2
98252,6,5
98252,8,1
98256,1,14
98256,2,7
98258,1,2471
98258,2,540
98258,3,102
98258,4,25
98258,5,10
98258,6,2
98270,1,2924
98270,2,640
98270,3,152
98270,4,38
98270,5,12
98270,6,2
98270,7,2
98271,1,1526
98271,2,345
98271,3,68
98271,4,19
98271,5,5
98271,6,2
98272,1,1456
98272,2,330
98272,3,79
98272,4,27
98272,5,13
98272,6,2
98272,8,1
98275,1,589
98275,2,162
98275,3,56
98275,4,26
98275,5,6
98275,7,1
98275,8,1
98287,2,1
98288,1,19
98288,2,4
98288,3,4
98290,1,1539
98290,2,402
98290,3,99
98290,4,43
98290,5,6
98290,6,7
98290,7,1
98290,8,1
98292,1,1058
98292,2,283
98292,3,58
98292,4,14
98292,5,8
98292,6,1
98292,7,1
98293,1,2
98294,1,516
98294,2,129
98294,3,46
98294,4,14
98294,5,8
98294,6,1
98294,7,1
98296,1,888
98296,2,199
98296,3,68
98296,4,21
98296,5,7
98296,6,2
98296,7,1
98296,9,1
98303,1,225
98303,2,34
98303,3,7
98303,4,2
98303,6,1
98304,1,52
98304,2,5
98304,3,3
98304,4,1
98312,1,1
98321,1,758
98321,2,249
98321,3,65
98321,4,18
98321,5,8
98321,6,1
98321,7,2
98323,1,41
98323,2,18
98323,3,6
98323,4,1
98327,1,188
98327,2,65
98327,3,12
98327,4,3
98327,5,5
98328,1,497
98328,2,162
98328,3,57
98328,4,24
98328,5,3
98328,7,1
98329,1,860
98329,2,177
98329,3,33
98329,4,13
98329,5,3
98329,6,1
98330,1,1
98330,2,1
98332,1,937
98332,2,146
98332,3,39
98332,4,10
98332,5,5
98333,1,208
98333,2,29
98333,3,11
98333,4,4
98333,5,1
98333,7,1
98333,8,1
98335,1,987
98335,2,209
98335,3,62
98335,4,14
98335,5,6
98335,6,1
98338,1,1711
98338,2,444
98338,3,121
98338,4,42
98338,5,19
98338,6,12
98338,7,1
98344,1,4
98349,1,535
98349,2,114
98349,3,27
98349,4,7
98349,5,4
98351,1,105
98351,2,20
98351,3,6
98351,4,2
98351,5,2
98352,1,3
98354,1,294
98354,2,87
98354,3,29
98354,4,10
98354,5,4
98354,6,3
98354,8,1
98360,1,1276
98360,2,299
98360,3,63
98360,4,22
98360,5,8
98360,6,5
98360,7,2
98360,8,1
98360,9,1
98360,11,1
98371,1,762
98371,2,209
98371,3,57
98371,4,17
98371,5,10
98371,6,2
98371,7,1
98371,8,1
98371,9,1
98371,10,1
98372,1,964
98372,2,346
98372,3,74
98372,4,15
98372,5,13
98372,6,4
98372,7,2
98372,8,1
98373,1,1304
98373,2,325
98373,3,85
98373,4,29
98373,5,11
98373,6,5
98373,7,3
98373,8,1
98373,11,1
98374,1,2250
98374,2,575
98374,3,163
98374,4,59
98374,5,23
98374,6,8
98374,7,7
98374,9,2
98375,1,2483
98375,2,812
98375,3,292
98375,4,58
98375,5,18
98375,6,9
98375,7,2
98375,8,3
98375,9,1
98378,1,1
98385,1,30
98385,2,6
98385,3,1
98385,4,1
98387,1,3381
98387,2,1097
98387,3,342
98387,4,99
98387,5,26
98387,6,12
98387,7,5
98387,8,1
98387,9,1
98388,1,126
98388,2,36
98388,3,11
98388,4,3
98388,5,2
98388,6,3
98388,8,1
98390,1,476
98390,2,131
98390,3,26
98390,4,13
98390,5,6
98390,6,1
98390,7,1
98391,1,3064
98391,2,927
98391,3,251
98391,4,96
98391,5,40
98391,6,15
98391,7,4
98391,11,2
98394,1,90
98394,2,10
98394,3,12
98394,5,1
98396,1,21
98396,2,6
98396,3,1
98401,1,2
98402,1,343
98402,2,46
98402,3,8
98402,4,1
98402,5,2
98403,1,229
98403,2,75
98403,3,24
98403,4,10
98403,5,3
98403,6,3
98404,1,1998
98404,2,733
98404,3,225
98404,4,72
98404,5,33
98404,6,17
98404,7,5
98404,8,2
98405,1,1459
98405,2,478
98405,3,131
98405,4,53
98405,5,31
98405,6,9
98405,7,1
98405,8,2
98406,1,598
98406,2,212
98406,3,64
98406,4,26
98406,5,8
98406,6,3
98406,7,1
98407,1,724
98407,2,226
98407,3,52
98407,4,28
98407,5,11
98407,6,1
98407,7,2
98407,8,3
98408,1,1171
98408,2,451
98408,3,131
98408,4,52
98408,5,21
98408,6,7
98408,7,1
98408,8,1
98408,9,1
98409,1,1378
98409,2,417
98409,3,111
98409,4,34
98409,5,18
98409,6,8
98409,7,2
98411,2,1
98418,1,687
98418,2,250
98418,3,82
98418,4,23
98418,5,8
98418,6,1
98418,7,1
98418,9,1
98421,1,12
98421,3,1
98422,1,1025
98422,2,219
98422,3,71
98422,4,23
98422,5,7
98422,6,2
98422,7,3
98424,1,547
98424,2,202
98424,3,68
98424,4,21
98424,5,12
98424,6,3
98424,7,3
98424,8,2
98424,10,2
98431,1,1
98438,1,4
98439,1,7
98439,2,5
98439,3,1
98439,4,1
98443,1,158
98443,2,52
98443,3,24
98443,4,6
98443,5,3
98443,7,1
98444,1,1222
98444,2,473
98444,3,150
98444,4,43
98444,5,10
98444,6,6
98444,7,2
98444,9,1
98445,1,2004
98445,2,564
98445,3,171
98445,4,65
98445,5,27
98445,6,5
98445,7,3
98445,9,2
98446,1,524
98446,2,167
98446,3,49
98446,4,19
98446,5,4
98446,6,3
98446,7,2
98447,1,1
98455,1,1
98465,1,213
98465,2,55
98465,3,19
98465,4,9
98465,5,2
98465,8,1
98466,1,654
98466,2,191
98466,3,78
98466,4,31
98466,5,9
98466,6,4
98467,1,380
98467,2,128
98467,3,39
98467,4,15
98467,5,7
98467,6,6
98467,9,1
98498,1,1393
98498,2,275
98498,3,60
98498,4,15
98498,5,3
98498,6,1
98498,7,1
98499,1,993
98499,2,264
98499,3,53
98499,4,21
98499,5,7
98499,6,3
98528,2,1
98558,1,8
98558,2,3
98580,1,532
98580,2,208
98580,3,59
98580,4,16
98580,5,4
98580,6,3
98580,7,2
98580,8,1
,1,17
,2,1
No Data,1,8
No Data,2,1
